itemID,itemName,toScan,replacementPacket,packetWorks
752,Kunoichikimono (30 Tage),0,0,1
753,Kunoichikimono (unbegrenzt),0,0,1
754,Schneller Säbel,0,0,1
755,Zweihänder,0,0,1
756,Bogen des Waldes,0,0,1
757,Darkangelus-Bogen,0,0,1
758,Schädelzauberrute,0,0,1
759,Zauberstab des Erzmagiers,0,0,1
760,Elfenarmbrust,0,0,1
761,Ballista,0,0,1
762,Elfendolch,0,0,1
763,Kris des Schattens,0,0,1
764,Zauberwaffe des Geistes,0,0,1
765,Sternenzauberwaffe,0,0,1
766,Leibwächter,0,0,1
767,Schwerer Verteidiger,0,0,1
768,Jägertunika,0,0,1
769,Brisentunika,0,0,1
770,Dunkle Robe,0,0,1
771,Robe der Weisheit,0,0,1
772,Mitternachtsstiefel,0,0,1
773,Seelenschuhe,0,0,1
774,Handschuhe der Dämmerung,0,0,1
775,Feuerhandschuhe,0,0,1
776,Vollmondhalskette,0,0,1
777,Amethysthalskette,0,0,1
778,Smaragdarmreif,0,0,1
779,Vollmondarmreif,0,0,1
780,Aquamarinring,0,0,1
781,Vollmondring,0,0,1
782,Dalmatinerkostüm (7 Tage),0,0,1
783,Dalmatinerkostüm (30 Tage),0,0,1
784,Dalmatinerkostüm (unbegrenzt),0,0,1
785,Rottweilerkostüm (7 Tage),0,0,1
786,Rottweilerkostüm (30 Tage),0,0,1
787,Rottweilerkostüm (unbegrenzt),0,0,1
788,"Katzenkostüm ""Siam"" (7 Tage)",0,0,1
789,"Katzenkostüm ""Siam"" (30 Tage)",0,0,1
790,"Katzenkostüm ""Siam"" (unbegrenzt)",0,0,1
791,"Katzenkostüm ""Russisch Blau"" (7 Tage)",0,0,1
792,"Katzenkostüm ""Russisch Blau"" (30 Tage)",0,0,1
793,"Katzenkostüm ""Russisch Blau"" (unbegrenzt)",0,0,1
794,Verspieltes Häschenkostüm (7 Tage),0,0,1
795,Verspieltes Häschenkostüm (30 Tage),0,0,1
796,Verspieltes Häschenkostüm (unbegrenzt),0,0,1
797,Bezauberndes Häschenkostüm (7 Tage),0,0,1
798,Bezauberndes Häschenkostüm (30 Tage),0,0,1
799,Bezauberndes Häschenkostüm (unbegrenzt),0,0,1
800,Feuerfee,0,0,1
801,Wasserfee,0,0,1
802,Lichtfee,0,0,1
803,Schattenfee,0,0,1
804,Helles Löwenkostüm (7 Tage),0,0,1
805,Helles Löwenkostüm (30 Tage),0,0,1
806,Helles Löwenkostüm (unbegrenzt),0,0,1
807,Dunkles Löwenkostüm (7 Tage),0,0,1
808,Dunkles Löwenkostüm (30 Tage),0,0,1
809,Dunkles Löwenkostüm (unbegrenzt),0,0,1
810,Bulldoggenkostüm (7 Tage),0,0,1
811,Bulldoggenkostüm (30 Tage),0,0,1
812,Bulldoggenkostüm (unbegrenzt),0,0,1
813,Bernhardinerkostüm (7 Tage),0,0,1
814,Bernhardinerkostüm (30 Tage),0,0,1
815,Bernhardinerkostüm (unbegrenzt),0,0,1
816,"Katzenkostüm ""Birmakater"" (7 Tage)",0,0,1
817,"Katzenkostüm ""Birmakater"" (30 Tage)",0,0,1
818,"Katzenkostüm ""Birmakater"" (unbegrenzt)",0,0,1
819,"Katzenkostüm ""Koratkater"" (7 Tage)",0,0,1
820,"Katzenkostüm ""Koratkater"" (30 Tage)",0,0,1
821,"Katzenkostüm ""Koratkater"" (unbegrenzt)",0,0,1
822,Märzhasenkostüm (7 Tage),0,0,1
823,Märzhasenkostüm (30 Tage),0,0,1
824,Märzhasenkostüm (unbegrenzt),0,0,1
825,Weißes Hasenkostüm (7 Tage),0,0,1
826,Weißes Hasenkostüm (30 Tage),0,0,1
827,Weißes Hasenkostüm (unbegrenzt),0,0,1
828,Goldenes Löwenkostüm (7 Tage),0,0,1
829,Goldenes Löwenkostüm (30 Tage),0,0,1
830,Goldenes Löwenkostüm (unbegrenzt),0,0,1
831,Schwarzes Löwenkostüm (7 Tage),0,0,1
832,Schwarzes Löwenkostüm (30 Tage),0,0,1
833,Schwarzes Löwenkostüm (unbegrenzt),0,0,1
834,Dalmatinerhut (7 Tage),0,0,1
835,Dalmatinerhut (30 Tage),0,0,1
836,Dalmatinerhut (unbegrenzt),0,0,1
837,Rottweilerhut (7 Tage),0,0,1
838,Rottweilerhut (30 Tage),0,0,1
839,Rottweilerhut (unbegrenzt),0,0,1
840,"Katzenhut ""Siam"" (7 tage)",0,0,1
841,"Katzenhut ""Siam"" (30 Tage)",0,0,1
842,"Katzenhut ""Siam"" (unbegrenzt)",0,0,1
843,"Katzenhut ""Russisch Blau"" (7 Tage)",0,0,1
844,"Katzenhut ""Russisch Blau"" (30 Tage)",0,0,1
845,"Katzenhut ""Russisch Blau"" (unbegrenzt)",0,0,1
846,Verspielte Häschenohren (7 Tage),0,0,1
847,Verspielte Häschenohren (30 Tage),0,0,1
848,Verspielte Häschenohren (unbegrenzt),0,0,1
849,Bezaubernde Häschenohren (7 Tage),0,0,1
850,Bezaubernde Häschenohren (30 Tage),0,0,1
851,Bezaubernde Häschenohren (unbegrenzt),0,0,1
852,Heller Löwenhut (7 Tage),0,0,1
853,Heller Löwenhut (30 Tage),0,0,1
854,Heller Löwenhut (unbegrenzt),0,0,1
855,Dunkler Löwenhut (7 Tage),0,0,1
856,Dunkler Löwenhut (30 Tage),0,0,1
857,Dunkler Löwenhut (unbegrenzt),0,0,1
858,Bulldoggenhut (7 Tage),0,0,1
859,Bulldoggenhut (30 Tage),0,0,1
860,Bulldoggenhut (unbegrenzt),0,0,1
861,Bernhardinerhut (7 Tage),0,0,1
862,Bernhardinerhut (30 Tage),0,0,1
863,Bernhardinerhut (unbegrenzt),0,0,1
864,"Katzenhut ""Birmakater"" (7 Tage)",0,0,1
865,"Katzenhut ""Birmakater"" (30 Tage)",0,0,1
866,"Katzenhut ""Birmakater"" (unbegrenzt)",0,0,1
867,"Katzenhut ""Koratkater"" (7 Tage)",0,0,1
868,"Katzenhut ""Koratkater"" (30 Tage)",0,0,1
869,"Katzenhut ""Koratkater"" (unbegrenzt)",0,0,1
870,Märzhasenhut (7 Tage),0,0,1
871,Märzhasenhut (30 Tage),0,0,1
872,Märzhasenhut (unbegrenzt),0,0,1
873,Weißer Hasenhut (7 Tage),0,0,1
874,Weißer Hasenhut (30 Tage),0,0,1
875,Weißer Hasenhut (unbegrenzt),0,0,1
876,Goldener Löwenhut (7 Tage),0,0,1
877,Goldener Löwenhut (30 Tage),0,0,1
878,Goldener Löwenhut (unbegrenzt),0,0,1
879,Schwarzer Löwenhut (7 Tage),0,0,1
880,Schwarzer Löwenhut (30 Tage),0,0,1
881,Schwarzer Löwenhut (unbegrenzt),0,0,1
882,Meister Morcos' Truhe,0,0,1
883,Lord Mukrajus Truhe,0,0,1
884,Feuerfee (30%),0,0,1
885,Wasserfee (30%),0,0,1
886,Lichtfee (30%),0,0,1
887,Schattenfee (30%),0,0,1
8083,Aqua Buschi,0,0,1
889,Feenkostüm (7 Tage),0,0,1
890,Feenkostüm (30 Tage),0,0,1
891,Feenkostüm (unbegrenzt),0,0,1
892,Dämonenkostüm (7 Tage),0,0,1
893,Dämonenkostüm (30 Tage),0,0,1
894,Dämonenkostüm (unbegrenzt),0,0,1
895,Feenhaarreif (7 Tage),0,0,1
896,Feenhaarreif (30 Tage),0,0,1
897,Feenhaarreif (unbegrenzt),0,0,1
898,Dämonenhut (7 Tage),0,0,1
899,Dämonenhut (30 Tage),0,0,1
900,Pijama-Spezialistenkarte,0,0,1
901,Krieger-Spezialistenkarte,0,0,1
902,Ninja-Spezialistenkarte,0,0,1
903,Jäger-Spezialistenkarte,0,0,1
904,Schurken-Spezialistenkarte,0,0,1
905,Feuermagier-Spezialistenkarte,0,0,1
906,Spezialistenkarte des Heiligen Magiers,0,0,1
907,Huhn-Spezialistenkarte,0,0,1
908,Jajamaru-Spezialistenkarte,0,0,1
909,Kreuzritter-Spezialistenkarte,0,0,1
910,Berserker-Spezialistenkarte,0,0,1
911,Zerstörer-Spezialistenkarte,0,0,1
912,Wildhüter-Spezialistenkarte,0,0,1
913,Eismagier-Spezialistenkarte,0,0,1
914,Schattenmagier-Spezialistenkarte,0,0,1
915,Dämonenhut (unbegrenzt),0,0,1
916,Feenhaarreif (1 Tag),0,0,1
917,Dämonenhut (1 Tag),0,0,1
918,Feenkostüm (1 Tag),0,0,1
919,Dämonenkostüm (1 Tag),0,0,1
920,Rote Zauberfee,0,0,1
921,Ewige Flammenhandschuhe,0,0,1
922,Ewige Sturmhandschuhe,0,0,1
923,Ewige Gotteshandschuhe,0,0,1
924,Ewige Todeshandschuhe,0,0,1
925,Hawaii-Kostüm für Männer (7 Tage),0,0,1
926,Hawaii-Kostüm für Männer (30 Tage),0,0,1
927,Hawaii-Kostüm für Männer (unbegrenzt),0,0,1
928,Hawaii-Kostüm für Frauen (7 Tage),0,0,1
8084,Pegasus,0,0,1
8085,Süßer Hase,0,0,1
931,Hawaii-Kostüm für Frauen (30 Tage),0,0,1
932,Hawaii-Kostüm für Frauen (unbegrenzt),0,0,1
933,Hawaii-Kopfschmuck für Männer (7 Tage),0,0,1
934,Hawaii-Kopfschmuck für Männer (30 Tage),0,0,1
935,Hawaii-Kopfschmuck für Männer (unbegrenzt),0,0,1
936,Hawaii-Kopfschmuck für Frauen (7 Tage),0,0,1
937,Hawaii-Kopfschmuck für Frauen (30 Tage),0,0,1
938,Hawaii-Kopfschmuck für Frauen (unbegrenzt),0,0,1
940,Hatus' Abgrundbogen,0,0,1
941,Hatus' Höllenstab,0,0,1
942,Lady Calvinas' Geschenkbox,0,0,1
8086,Boxer Buschi,0,0,1
944,Calvinas' Meeressturmschwert,0,0,1
945,Calvinas' Flutwellenbogen,0,0,1
946,Calvinas' Wasserblumen-Zauberstab,0,0,1
947,Calvinas' Blaudornarmbrust,0,0,1
948,Calvinas' Blauzahndolch,0,0,1
949,Calvinas' Blauhornzauberwaffe,0,0,1
8087,Kürbis Buschi,0,0,1
951,Blauer Marineanzug (1 Tag),0,0,1
952,Blauer Marineanzug (7 Tage),0,0,1
953,Blauer Marineanzug (30 Tage),0,0,1
954,Blauer Marineanzug (unbegrenzt),0,0,1
955,Blauer Matrosenanzug (1 Tag),0,0,1
956,Blauer Matrosenanzug (7 Tage),0,0,1
957,Blauer Matrosenanzug (30 Tage),0,0,1
958,Blauer Matrosenanzug (unbegrenzt),0,0,1
959,Blaue Marinemütze (1 Tag),0,0,1
960,Blaue Marinemütze (7 Tage),0,0,1
961,Blaue Marinemütze (30 Tage),0,0,1
962,Blaue Marinemütze (unbegrenzt),0,0,1
963,Blaue Matrosenmütze (1 Tag),0,0,1
964,Blaue Matrosenmütze (7 Tage),0,0,1
965,Blaue Matrosenmütze (30 Tage),0,0,1
966,Blaue Matrosenmütze (unbegrenzt),0,0,1
8109,Tarotkarte (Tod),0,0,1
8114,Tarotkarte (Sonne),0,0,1
8088,Klassisches Buschi-Kostüm (unbegrenzt),0,0,1
8089,Klassischer Buschi-Hut (unbegrenzt),0,0,1
8090,Weihnachtsmütze (1 Tag),0,0,1
8091,Weihnachtsmütze (7 Tage),0,0,1
8092,Weihnachtsmütze (30 Tage),0,0,1
8093,Weihnachtskostüm (1Tag),0,0,1
8094,Weihnachtskostüm (7 Tage),0,0,1
8095,Weihnachtskostüm (30 Tage),0,0,1
979,Super Santa Buschi,0,0,1
8096,Stier Buschi,0,0,1
8097,Hochzeitskleidung (3 Tage),0,0,1
8098,Hochzeitskleidung (7 Tage),0,0,1
8099,Hochzeitskleidung (30 Tage),0,0,1
8100,Hochzeitskleidung (unbegrenzt),0,0,1
8101,Hochzeitskopfschmuck (3 Tage),0,0,1
8102,Hochzeitskopfschmuck (7 Tage),0,0,1
8103,Hochzeitskopfschmuck (30 Tage),0,0,1
8104,Hochzeitskopfschmuck (unbegrenzt),0,0,1
989,Berios' Kristallrobe,0,0,1
990,Schwert für Partner,0,0,1
991,Bogen für Partner,0,0,1
992,Zauberstab für Partner,0,0,1
993,Berios' Kristalltunika,0,0,1
994,Berios' Kristallrüstung,0,0,1
995,Rüstung für Partner (Magie),0,0,1
996,Rüstung für Partner (Fernkampf),0,0,1
997,Rüstung für Partner (Nahkampf),0,0,1
999,Baron Berios' Schatztruhe,0,0,1
1000,Zughebel (unbenutzt),0,0,1
1001,Alte Truhe,0,0,1
9001,Kleiner Heiltrank,0,0,1
9002,Mittlerer Heiltrank,0,0,1
9003,Großer Heiltrank,0,0,1
9004,Kleiner Manatrank,0,0,1
9005,Mittlerer Manatrank,0,0,1
9006,Großer Manatrank,1,0,0
9007,Kleiner Erholungstrank,0,0,1
9008,Mittlerer Erholungstrank,0,0,1
9009,Großer Erholungstrank,1,0,0
9042,Riesiger Erholungstrank,1,0,0
1012,Saat der Macht,1,0,1
1013,Gillionstein,1,0,1
1014,Cellapuder,1,0,1
1015,Seelenstein,1,0,1
1016,Vollkommener Seelenstein,1,0,1
1017,Cellon (Level 1),1,0,1
1018,Cellon (Level 2),1,0,1
1019,Cellon (Level 3),1,0,1
1020,Cellon (Level 4),1,0,1
1021,Cellon (Level 5),1,0,1
1022,Cellon (Level 6),1,0,1
1023,Cellon (Level 7),1,0,1
1024,Cellon (Level 8),1,0,1
1025,Cellon (Level 9),1,0,1
1026,Cellon (Level 10),1,0,1
1027,Donnerflusssand,1,0,1
1028,Neumondkristall,1,0,1
1029,Halbmondkristall,1,0,1
9131,Vollmondkristall,1,0,0
1031,Rotes Kristallfragment,1,0,1
1032,Blaues Kristallfragment,1,0,1
1033,Weißes Kristallfragment,1,0,1
1034,Schwarzes Kristallfragment,1,0,1
1035,Werkzeug für Abenteurer,0,0,1
1036,Seelensteinveredler,0,0,1
1037,Cellonveredler,0,0,1
1038,Kristallveredler,0,0,1
1039,Werkzeug für Schwertkämpfer,0,0,1
1040,Werkzeug für Bogenschützen,0,0,1
1041,Werkzeug für Magier,0,0,1
1042,Normale Truhe,0,0,1
1043,Luxuriöse Truhe,0,0,1
1044,Geheime Truhe,0,0,1
1045,Zughebel (benutzt),0,0,1
1046,Gold,0,0,1
1047,Werkzeug für Accessoires,0,0,1
1048,Geheimnisvolle Kristallkugel (unbenutzt),0,0,1
1049,Geheimnisvolle Kristallkugel (benutzt),0,0,1
1050,Bonustruhe,0,0,1
1051,Knopf (unbenutzt),0,0,1
1052,Knopf (benutzt),0,0,1
1053,Holzhebel (unbenutzt),0,0,1
1054,Holzhebel (benutzt),0,0,1
1055,Teufelsskulptur (unbenutzt),0,0,1
1056,Teufelsskulptur (benutzt),0,0,1
1057,Versiegelter Schlüssel,0,0,1
1058,Dukes Forschungsmaterialien,0,0,1
1059,Artefakt,0,0,1
1060,Verstärkt den Angriff.,0,0,1
1061,Verstärkt die Verteidigung.,0,0,1
1062,Verstärkt die Nahangriffsverteidigung.,0,0,1
1063,Verstärkt die Fernangriffsverteidigung.,0,0,1
1064,Verstärkt die Magieverteidigung.,0,0,1
1065,Manatruhe,0,0,1
1066,Starke Energie,0,0,1
1067,Erholungstruhe,0,0,1
1068,Zufälliger Effekt,0,0,1
1069,NosMates Wiedergeburt,0,0,1
1070,Beschleunigen,0,0,1
1071,Mächtiges Schild,0,0,1
1072,"Werkzeug für Edelsteine, Cellon und Kristalle",0,0,1
1073,Werkzeug für Rohmaterialien,0,0,1
1074,Heilkapsel,0,0,1
1075,Miniland-Klick,0,0,1
1078,SpP-Trank,1,0,1
2145,Picknickkorb,0,0,1
2146,Barbecue,0,0,1
1083,Werkzeug für Handschuhe und Schuhe,0,0,1
9010,Kleiner Wegweiser,0,0,1
9011,Großer Wegweiser,0,0,1
1086,Wilde Klangblume,0,0,1
1087,Klangblume,0,0,1
1088,Goldbelohnung,0,0,1
1089,EXP-Belohnung,0,0,1
1090,Joberfahrungsbelohnung,0,0,1
1091,Rufbelohnung,0,0,1
1092,Timespacestück (Gruppe),0,0,1
1093,Timespacestück (Individuum),0,0,1
1094,Timespacestück (Raid),0,0,1
1095,Timespacestück (Jagd),0,0,1
1096,Timespacestück (Labor),0,0,1
1097,Bonuspunkte,0,0,1
1132,Geheimnisvolle Box,0,0,1
1099,Hühnergefieder,0,0,1
1100,Blauer Cuby,0,0,1
1101,Verlassener Schädel,0,0,1
1102,Spinnentruppen - Teil 2,0,0,1
9012,Anzug für Bob,0,0,1
1104,Ketten der Vergangenheit - Teil 2,0,0,1
1105,Ketten der Vergangenheit - Teil 3,0,0,1
2336,Kuchen,0,0,1
2184,N (Event),0,0,1
2185,O (Event),0,0,1
2186,S (Event),0,0,1
1110,! (Event),0,0,1
1111,Dukes Forschungsergebnisse,0,0,1
1112,Neuer Gegenstand,0,0,1
1113,Lilie der Reinheit,0,0,1
1114,Spezialistenkarte des Aufladens,0,0,1
1115,Medaille von Erenia,0,0,1
1116,Medaille des Abenteurers,0,0,1
9013,Vorstellung,0,0,1
9014,Kleiner Spezialtrank,0,0,1
9015,Mittlerer Spezialtrank,0,0,1
9016,Großer Spezialtrank,0,0,1
1121,Timespacestück (Labor - Finale),0,0,1
9017,Cylloan Quellwasser,0,0,1
1123,Quest zur NosMall-Eröffnung,0,0,1
1124,Ballon-Dekoration,0,0,1
1125,Goldglocke,0,0,1
1126,Silberglocke,0,0,1
1127,Siegel der Cuby Mutter,0,0,1
1128,Ginseng-Siegel,0,0,1
1129,Dark Castra-Siegel,0,0,1
1130,Siegel der schwarzen Riesenspinne,0,0,1
1131,Siegel des Riesenslade,0,0,1
5423,Eventtruhe,0,0,1
5422,Eventcoupon,0,0,1
1135,Auslöseknopf,0,0,1
1136,Auslöseknopf (benutzt),0,0,1
1138,Teleporthebel,0,0,1
1140,Teleportknochen,0,0,1
9018,Anzug für Tom,0,0,1
9019,Anzug für Kliff,0,0,1
1143,Expertenorden,0,0,1
1144,Bronzeglocke,0,0,1
2104,Geweih,0,0,1
1146,Timespacestein des ersten verborgenen Partners,0,0,1
1147,Timespacestein des zweiten verborgenen Partners,0,0,1
1148,Timespacestein des dritten verborgenen Partners,0,0,1
1149,Medaille der Freundschaft,0,0,1
1150,Raidsiegel des Schattens von Zenas,0,0,1
1151,Schwarze Tafel,0,0,1
1152,Zigarettenschachtel von Captain Lance,0,0,1
1153,Duftendes Gras,0,0,1
1154,Glitzerndes Wasser,0,0,1
1155,Mandrablüte,0,0,1
1156,Fährtenduft,0,0,1
1157,Schnüfflernetz,0,0,1
2203,Magischer Puder,1,0,1
1159,Glühendes Herz des Feuerslades,0,0,1
1160,Roter Rubin,0,0,1
1161,Kleiner roter Rubin,0,0,1
1162,Frucht des Blütenbaums,0,0,1
1163,Maulwurfschnurrbart,0,0,1
1164,Magische Maske,0,0,1
1165,Magische Hose,0,0,1
1166,Magischer Mantel,0,0,1
1167,Magische Waffe,0,0,1
1168,Schatztruhe,0,0,1
1169,Skulptur des Wirbels,0,0,1
1170,Schwarze Kürbisflasche,0,0,1
1171,Schwarzer Hundeknochen,0,0,1
1172,Schwarzer Puder,0,0,1
1173,Saugtrichter,0,0,1
1174,Kenkoperle,0,0,1
1175,Seelenamulett,0,0,1
1176,Ast der Reinheit,0,0,1
1177,Heiliger Ast,0,0,1
1178,Weizen,0,0,1
1179,Eisen,0,0,1
1180,Schnüffler,0,0,1
1182,Blocktaste,0,0,1
1183,Blocktaste (benutzt),0,0,1
1184,Tor 1,0,0,1
1185,Tor 2,0,0,1
1186,Tor 3,0,0,1
1187,Medaille von Mimi,0,0,1
1188,Band,0,0,1
1189,Geschenkverpackung,0,0,1
1190,Valentinsgeschenk,0,0,1
1191,Bernstein des Lichts,0,0,1
1192,Bernstein des Schattens,0,0,1
1193,Bernstein des Wassers,0,0,1
1194,Bernstein des Feuers,0,0,1
1195,Siegel des Huhnkönigs,0,0,1
1199,Fruchtsaft,0,0,1
1200,Klebriger Lehm,0,0,1
1201,Shinebone-Statue,0,0,1
1202,Ziegelstein,0,0,1
1203,Rasen,0,0,1
1204,Spaten,0,0,1
1205,Schatzkarte,0,0,1
1206,Hundemaske,0,0,1
1207,Glänzende Kopfbedeckung,0,0,1
1208,Spitzhacke,0,0,1
1832,Glänzender Stein,0,0,1
1210,Handspiegel,0,0,1
1211,Trank der Erlösung,0,0,1
1212,Roter Stoff,0,0,1
1213,Zahn eines Biests,0,0,1
1214,Wertvolle Vase,0,0,1
1215,Stück eines Briefes,0,0,1
1216,Schwarzer Diamantschlüssel,0,0,1
1217,Hammer des Schmerzes,0,0,1
1218,Ausrüstungsschutzrolle,1,0,1
9130,Schriftrolle der Freisetzung,0,0,1
1220,Riesiger Hammer,0,0,1
1221,Essenz des Geistes,0,0,1
1843,Feenstaub,0,0,1
1263,Seelenkristall,0,0,1
1224,Sakuras Haarnadel,0,0,1
1225,Hutförmiger Stein,0,0,1
1226,Namaju-Raidsiegel,0,0,1
1227,Anmeldung zur Regenbogenschlacht,0,0,1
1228,Beschädigter Schlüssel,0,0,1
1229,Schwarzer Diamant,0,0,1
1230,Hähnchenkeule,0,0,1
1231,Bambus,0,0,1
1232,Duftende Tasche,0,0,1
1233,Reis,0,0,1
1234,Grasslin-Siegel,0,0,1
1235,Bauplan (Stufe 1),0,0,1
1236,Bauplan (Stufe 2),0,0,1
1237,Stiefelkombination Typ A,0,0,1
1238,Stiefelkombination Typ B,0,0,1
1239,Handschuhkombination Typ A,0,0,1
1240,Handschuhkombination Typ B,0,0,1
1241,Rezept für Verbrauchsgüter,0,0,1
1242,Göttlicher Heiltrank,1,0,1
1243,Göttlicher Manatrank,1,0,1
9129,Göttlicher Erholungstrank,1,0,0
1245,Basis SpP-Wiederherstellungstrank,0,0,1
9020,Angriffstrank,1,0,0
9021,Verteidigungstrank,1,0,0
9022,Energietrank,1,0,0
9023,Erfahrungstrank,1,0,0
1250,Altairs Herz,0,0,1
1251,Wegas Träne,0,0,1
1252,Feder,0,0,1
1253,Chilsug-Geschenk,0,0,1
1254,Eisiges Herz,0,0,1
1255,Gänseblümchen,0,0,1
1256,Schwertlilie,0,0,1
1257,Glöckchen,0,0,1
1258,Fevers Hautschuppe,0,0,1
2265,Mottenstaub,0,0,1
1260,Geisterstaub,0,0,1
1261,Kaugummi,0,0,1
1262,Rumblerhorn,0,0,1
1264,Goldenes Ahornblatt,0,0,1
1265,Goldenes Staubblatt,0,0,1
1266,Bart der Maulwurfsmutter,0,0,1
1267,Trübes Wasser,0,0,1
1268,Waschbärvogelschwanz,0,0,1
1269,Haltbarkeitscoupon,1,0,1
1270,Belohnungscoupon,1,0,1
1271,Produktionscoupon,1,0,1
1272,Abenteurerrucksack (10 Tage),1,0,0
9024,Abenteurerrucksack (30 Tage),1,0,0
9025,Abenteurerrucksack (60 Tage),1,0,0
9026,Partnerrucksack (10 Tage),1,0,0
9027,Partnerrucksack (30 Tage),1,0,0
9028,Partnerrucksack (60 Tage),1,0,0
1278,Haustierkorb (10 Tage),1,0,1
9029,Haustierkorb (30 Tage),1,0,0
9030,Haustierkorb (60 Tage),1,0,0
5942,Segen von Erenia,0,0,1
9043,Segen des Schutzengels,0,0,1
9041,Ancelloan Segen,1,0,0
1910,Geheimnisvolle Box A,0,0,1
1911,Geheimnisvolle Box B,0,0,1
1912,Geheimnisvolle Box C,0,0,1
1292,Verunreinigtes Wasser,0,0,1
1293,Verschmutztes Wasser,0,0,1
1294,Reines Wasser,0,0,1
1295,Leber eines Höllenhundes,0,0,1
9074,Feenverstärker,1,0,0
1298,Geschenkschachtel,0,0,1
1299,Grüner Mondkuchen,0,0,1
1300,Roter Mondkuchen,0,0,1
1301,Weißer Mondkuchen,0,0,1
1302,Rebeccas Juwelengürtel,0,0,1
1303,Blutiger Stein,0,0,1
1304,Pienas Tagebuch,0,0,1
1305,Zerrissene Seite,0,0,1
1306,Halskette des Glückssteins,0,0,1
1307,Heilige Wasserflasche,0,0,1
1308,Justins Portrait,0,0,1
1309,Kleiner Safe,0,0,1
1310,Dreieckiger Schlüssel,0,0,1
1311,Ruddys Taschentuch,0,0,1
1312,Amirs Rüstungspergament,0,0,1
1313,Amirs Waffenpergament A,1,0,1
1314,Amirs Waffenpergament B,1,0,1
1315,Amirs Waffenspezifikationen,0,0,1
1316,Amirs Waffenspezifikations-Buchumschlag,0,0,1
1317,Timespacestück (Basilisk),0,0,1
1318,Timespacestück (Höllenritter),0,0,1
1319,Timespacestück (Treekun),0,0,1
1320,Timespacestück (Chrysos),0,0,1
1321,Spezielles Bleichmittel,0,0,1
1322,Spezielles Bleichrezept,0,0,1
1323,Stroh,0,0,1
1324,Bohnenschote,0,0,1
1325,Flint,0,0,1
1326,Das elementare Buch des Abenteuers,0,0,1
1327,Timespace: Gefrorenes Herz,0,0,1
1328,Timespace: Zerstörer,0,0,1
1329,Timespace: Beschützers des Lichts,0,0,1
1330,Timespace: Archtheridon,0,0,1
1331,Besondere Wasserflasche,0,0,1
9031,Airwaves Cassis,0,0,1
9032,Airwaves Eukalyptus,0,0,1
9033,Airwaves Strawberry,0,0,1
9034,Airwaves Menthol,0,0,1
9035,Airwaves Lemon,0,0,1
9036,Airwaves Orange,0,0,1
9037,Airwaves-Dragees,0,0,1
9038,Airwaves Cherry,0,0,1
1340,Violettes Erinnerungsfragment,0,0,1
1341,Grünes Erinnerungsfragment,0,0,1
1342,Rotes Erinnerungsfragment,0,0,1
1343,Weißes Erinnerungsfragment,0,0,1
1344,Whitneys Abhandlung,0,0,1
1345,Nathalies Haarreif,0,0,1
1346,Piepes Halskette,0,0,1
1347,Hölzerne Wolfspuppe,0,0,1
1348,Seinas Ring,0,0,1
1349,Dämonenkristall,0,0,1
1350,Unfertiger Speer des Priesters,0,0,1
1351,Speer des Priesters,0,0,1
1352,Unbekanntes Erz,0,0,1
1353,Feder des Engels,0,0,1
1354,Enkidumähne,0,0,1
1355,Blatt von Seli-Lusha,0,0,1
1356,Fevers Faden,0,0,1
1357,Timespace: Unendlicher Hass,0,0,1
1358,Timespace: Einsiedler,0,0,1
1359,Timespace: Schwarze Flamme,0,0,1
1360,Timespace: Echekaruel Mysticaron,0,0,1
1361,Bauplan für einen unfertigen Speer des Priesters,0,0,1
9075,Segen des Seelensteins,1,0,0
1363,Niedrige SP-Schutzrolle,1,0,1
1364,Hohe SP-Schutzrolle,1,0,1
9039,Seelenbelebungsstein,1,0,0
9040,Punkteinitialisierungstrank,1,0,0
1367,Weihnachtssocke,0,0,1
1368,Sternschnuppe,0,0,1
1369,Weihnachtsglöckchen,0,0,1
1370,Winterevent-Geschenkbox,0,0,1
1371,Schneemann-Raidsiegel,0,0,1
1372,Rätselhaftes Boxset,0,0,1
1373,Geschenkbox,0,0,1
1374,Geschenkumschlag,0,0,1
1375,Holz für ein kleines Lagerfeuer,0,0,1
1376,Holz für ein großes Lagerfeuer,0,0,1
1377,Mimi Mentors Brief,0,0,1
1378,Annis Brief,0,0,1
1379,Annis Empfehlungsschreiben,0,0,1
1381,Y (Event),0,0,1
1382,E (Event),0,0,1
1383,A (Event),0,0,1
1384,R (Event),0,0,1
1386,Latheores Ei,0,0,1
1387,Leikas Empfehlungsschreiben,0,0,1
1388,Logbuch,0,0,1
1389,Erster Aufklärungsbericht,0,0,1
1390,Erster Hinweis,0,0,1
1391,Zweiter Hinweis,0,0,1
1392,Dritter Hinweis,0,0,1
1393,Alte Tafel,0,0,1
1394,Zerrissener Aufklärungsbericht,0,0,1
1395,Aufklärungsbericht der Bitoren-Tundra,0,0,1
1734,Zweiter Aufklärungsbericht,0,0,1
1397,Mukrajus Magiebuch,0,0,1
1398,Berichtbündel,0,0,1
1399,Magische Truhe,0,0,1
1400,Schlüssel des Glücks,0,0,1
1401,Legendäre Schatztruhe,0,0,1
1402,Mysteriöse Schatztruhe,0,0,1
1403,Antike Schatztruhe,0,0,1
1404,Hochwertige Schatztruhe,0,0,1
1405,Schöne Schatztruhe,0,0,1
